zone,date,pred,lat,lon,junction_name,police_station
208_180,2024-04-10,1.48,12.981130029411764,77.54920125058823,"BTP024 - NPS, Vijayanagar",Magadi Road
208_185,2024-04-10,0.42,12.980357894444445,77.5567583888889,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road
208_186,2024-04-10,1.91,12.980735472674755,77.55825006793776,BTP010 - Rajajinagar Entrance,Magadi Road
208_187,2024-04-10,0.49,12.980905286623752,77.55874780131823,BTP010 - Rajajinagar Entrance,Magadi Road
208_196,2024-04-10,0.42,12.980428163636363,77.5719749690909,BTP057 - Anand Rao Junction,Sheshadripuram
208_197,2024-04-10,0.68,12.980533142666667,77.57319331066665,BTP057 - Anand Rao Junction,Upparpet
208_198,2024-04-10,2.25,12.98053731536965,77.57472720836576,BTP057 - Anand Rao Junction,Upparpet
208_179,2024-04-10,1.31,12.980884106976744,77.5486892511628,"BTP024 - NPS, Vijayanagar",Magadi Road
207_223,2024-04-10,0.96,12.979731433018868,77.60959214669812,BTP051 - Safina Plaza Junction,Shivajinagar
208_238,2024-04-10,0.42,12.981055863333333,77.63021013333334,No Junction,Halasur
208_246,2024-04-10,0.47,12.981036198578469,77.64070541796909,No Junction,Jeevanbheemanagar
210_179,2024-04-10,2.4,12.98346976936937,77.54879166396397,"BTP024 - NPS, Vijayanagar",Magadi Road
210_180,2024-04-10,0.8,12.98378007173913,77.54920007934783,"BTP024 - NPS, Vijayanagar",Magadi Road
210_188,2024-04-10,0.53,12.983765178205127,77.56023653461538,BTP010 - Rajajinagar Entrance,Rajajinagar
210_200,2024-04-10,0.79,12.983662983606559,77.57736816120219,BTP058 - Subbanna Junction,High ground
210_201,2024-04-10,1.14,12.984054485894326,77.57826466476216,BTP054 - Shivananda Circle,High ground
210_218,2024-04-10,0.53,12.984238665671642,77.6025522597015,BTP211 - Central Street Junction,Shivajinagar
210_219,2024-04-10,13.57,12.984032324664431,77.60349685714766,BTP211 - Central Street Junction,Shivajinagar
210_220,2024-04-10,1.77,12.984110790104166,77.60488701822916,BTP211 - Central Street Junction,Shivajinagar
210_221,2024-04-10,0.42,12.983581540909091,77.6063565060606,BTP051 - Safina Plaza Junction,Shivajinagar
210_222,2024-04-10,2.08,12.983405658092485,77.6078275465318,BTP051 - Safina Plaza Junction,Shivajinagar
210_223,2024-04-10,3.43,12.983465546516008,77.6091907606403,No Junction,Shivajinagar
210_224,2024-04-10,7.13,12.983091325440807,77.61058810302266,No Junction,Shivajinagar
210_226,2024-04-10,0.84,12.983304489655172,77.61332854827587,No Junction,Pulikeshinagar(F.Town)
210_246,2024-04-10,0.83,12.983936874472384,77.6406413213878,No Junction,Jeevanbheemanagar
211_130,2024-04-10,0.56,12.985372484848485,77.48017356666666,No Junction,Kamakshipalya
210_165,2024-04-10,0.56,12.98381686949051,77.52898214049944,No Junction,Kamakshipalya
209_226,2024-04-10,3.26,12.982273022551928,77.61263507002967,No Junction,Shivajinagar
209_225,2024-04-10,7.79,12.982336977366863,77.61212267011835,No Junction,Shivajinagar
209_224,2024-04-10,14.45,12.982271106847046,77.61048929928216,No Junction,Shivajinagar
209_179,2024-04-10,1.11,12.982386012857143,77.54873276285714,"BTP024 - NPS, Vijayanagar",Magadi Road
209_180,2024-04-10,0.88,12.982367334482758,77.54917370000001,"BTP024 - NPS, Vijayanagar",Magadi Road
209_188,2024-04-10,0.55,12.982486542424242,77.56035072424243,BTP010 - Rajajinagar Entrance,Magadi Road
209_189,2024-04-10,0.54,12.982505720751043,77.56226403240152,BTP010 - Rajajinagar Entrance,Magadi Road
209_190,2024-04-10,0.92,12.982376905896315,77.56335058075553,BTP010 - Rajajinagar Entrance,Magadi Road
209_199,2024-04-10,0.51,12.982450261818181,77.57588427454546,BTP057 - Anand Rao Junction,High ground
209_213,2024-04-10,0.42,12.982410446875,77.595423915625,BTP166 - Coffee Board Junction,Cubbon Park
208_239,2024-04-10,0.42,12.981237638679898,77.6307678220996,No Junction,Halasur
209_215,2024-04-10,0.55,12.981957560493827,77.59845745185186,BTP042 - Minsk Square Junction (CTO),Shivajinagar
209_217,2024-04-10,0.42,12.9827078,77.60098656060606,BTP211 - Central Street Junction,Shivajinagar
209_218,2024-04-10,0.42,12.982510433333331,77.60192659047618,BTP211 - Central Street Junction,Shivajinagar
209_219,2024-04-10,0.67,12.982403864814813,77.6033211154321,BTP211 - Central Street Junction,Shivajinagar
209_220,2024-04-10,0.66,12.981827920967742,77.60464409032257,BTP211 - Central Street Junction,Shivajinagar
209_221,2024-04-10,6.85,12.982175864150944,77.60639463451004,BTP051 - Safina Plaza Junction,Shivajinagar
209_222,2024-04-10,9.38,12.982134720382165,77.60766665612174,BTP051 - Safina Plaza Junction,Shivajinagar
209_223,2024-04-10,2.25,12.982135245304777,77.60915376935749,BTP051 - Safina Plaza Junction,Shivajinagar
209_216,2024-04-10,1.2,12.98200919220339,77.59896287830507,BTP042 - Minsk Square Junction (CTO),Shivajinagar
211_179,2024-04-10,0.42,12.984517106666667,77.54812053333333,"BTP024 - NPS, Vijayanagar",Magadi Road
207_222,2024-04-10,9.04,12.97969553347398,77.60718352777778,BTP051 - Safina Plaza Junction,Shivajinagar
207_220,2024-04-10,0.49,12.980041683630763,77.60521646944241,BTP051 - Safina Plaza Junction,Shivajinagar
204_235,2024-04-10,0.47,12.975403649913359,77.6257866996481,No Junction,Halasur
204_287,2024-04-10,0.42,12.975402962555918,77.69746293139376,No Junction,Mahadevapura
204_297,2024-04-10,0.42,12.975250676666667,77.71092159666667,No Junction,HAL Old Airport
205_177,2024-04-10,1.18,12.976870772316385,77.54549009943503,BTP068 - Veeresh Theatre Junction,Vijayanagara
205_179,2024-04-10,0.42,12.976774880851062,77.54868994042553,BTP069 - MC Circle,Magadi Road
205_195,2024-04-10,4.19,12.977245766286801,77.57075034776828,BTP048 - Shanthala Junction,Chamarajpet
205_196,2024-04-10,0.45,12.977082954838709,77.57146474838709,BTP048 - Shanthala Junction,Upparpet
205_198,2024-04-10,2.32,12.97705825179704,77.57445612198731,BTP045 - Danvanthri Road Junction,Upparpet
205_199,2024-04-10,24.72,12.977165214904863,77.57612441292284,BTP040 - Elite Junction,Upparpet
205_200,2024-04-10,15.39,12.976898897115383,77.57722111467237,BTP040 - Elite Junction,Upparpet
205_201,2024-04-10,5.98,12.976832355392911,77.57852392149461,BTP044 - Sagar Theatre Junction,Upparpet
205_202,2024-04-10,7.01,12.977026144273596,77.57991941325557,BTP044 - Sagar Theatre Junction,Upparpet
205_204,2024-04-10,0.42,12.976436774358973,77.5832842051282,BTP037 - KR Circle,Upparpet
205_205,2024-04-10,0.42,12.976677737931034,77.58368304655173,BTP037 - KR Circle,Upparpet
205_208,2024-04-10,0.86,12.9767955,77.58862754056604,BTP037 - KR Circle,Cubbon Park
204_231,2024-04-10,0.96,12.975428768478269,77.6202175857291,No Junction,Halasur
204_227,2024-04-10,0.42,12.975648508333332,77.61479675,No Junction,Halasur
204_222,2024-04-10,0.9,12.975045727173912,77.60779555326087,BTP051 - Safina Plaza Junction,Cubbon Park
204_219,2024-04-10,0.53,12.975137059677419,77.60394217741936,No Junction,Cubbon Park
204_182,2024-04-10,0.71,12.975315041791045,77.55233185671642,BTP071 - Prasanna Junction,Magadi Road
204_183,2024-04-10,0.55,12.975521850049507,77.5539689684297,BTP071 - Prasanna Junction,Magadi Road
204_185,2024-04-10,0.52,12.975656493025943,77.55651988219965,BTP071 - Prasanna Junction,Magadi Road
204_186,2024-04-10,1.0,12.97570205596226,77.55798748646984,No Junction,Magadi Road
204_188,2024-04-10,4.43,12.975728169818913,77.5606274830986,BTP074 - Leprosy Hospital Junction,Magadi Road
204_189,2024-04-10,3.04,12.975643509017248,77.56161547239748,BTP074 - Leprosy Hospital Junction,Magadi Road
204_195,2024-04-10,0.96,12.9754599287356,77.57075813422358,BTP048 - Shanthala Junction,Chamarajpet
205_209,2024-04-10,1.6,12.976926515882353,77.58936457411764,BTP041 - Gopal Gowda Circle,Cubbon Park
204_196,2024-04-10,0.56,12.975653546341464,77.57113203658537,BTP048 - Shanthala Junction,Chamarajpet
204_199,2024-04-10,10.99,12.975576602517835,77.57612092299622,BTP040 - Elite Junction,Upparpet
204_200,2024-04-10,7.58,12.97591640855263,77.57730120072368,BTP040 - Elite Junction,Upparpet
204_201,2024-04-10,5.94,12.975811967883818,77.57846760614107,BTP044 - Sagar Theatre Junction,Upparpet
204_202,2024-04-10,0.69,12.976078891780823,77.57967081164384,BTP044 - Sagar Theatre Junction,Upparpet
204_203,2024-04-10,0.76,12.97570243517588,77.58145270326632,BTP038 - Mysore Bank Junction,Upparpet
204_204,2024-04-10,0.67,12.975552749382716,77.5826021946502,BTP038 - Mysore Bank Junction,Upparpet
204_216,2024-04-10,0.42,12.976030047272728,77.59948599454545,No Junction,Cubbon Park
204_198,2024-04-10,3.4,12.975495482517482,77.57478270675992,BTP045 - Danvanthri Road Junction,Upparpet
207_221,2024-04-10,1.11,12.979474802702702,77.60655032297298,BTP051 - Safina Plaza Junction,Shivajinagar
205_210,2024-04-10,1.86,12.97737012173913,77.59106533985508,BTP041 - Gopal Gowda Circle,Cubbon Park
206_174,2024-04-10,0.48,12.978743352727275,77.54153834181818,BTP067 - Jai Muni Rao Circle,Magadi Road
206_286,2024-04-10,0.42,12.978573518691045,77.69588489121155,No Junction,Mahadevapura
206_298,2024-04-10,0.42,12.977902855555557,77.71291667936508,No Junction,Mahadevapura
207_183,2024-04-10,1.04,12.97975019593496,77.55382326341463,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road
207_184,2024-04-10,0.7,12.980063769197752,77.55499497981543,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road
207_191,2024-04-10,1.04,12.979458231666666,77.56431058,BTP074 - Leprosy Hospital Junction,Magadi Road
207_197,2024-04-10,1.08,12.979394452511416,77.57291234383561,BTP057 - Anand Rao Junction,Upparpet
207_198,2024-04-10,7.23,12.979705558832933,77.57493310463629,BTP057 - Anand Rao Junction,Upparpet
207_200,2024-04-10,4.3,12.979336259824047,77.57730591246334,BTP058 - Subbanna Junction,Upparpet
207_201,2024-04-10,3.39,12.979101835910525,77.57855823953312,BTP058 - Subbanna Junction,Upparpet
207_202,2024-04-10,1.61,12.979042814199785,77.57979781286231,BTP058 - Subbanna Junction,Upparpet
207_203,2024-04-10,1.95,12.97903544,77.58103613013334,BTP058 - Subbanna Junction,Upparpet
207_210,2024-04-10,0.51,12.979535157142857,77.59125470857143,BTP047 - Vidhan Soudha Metro Station,Cubbon Park
207_211,2024-04-10,0.92,12.9796757,77.59255740114942,BTP047 - Vidhan Soudha Metro Station,Cubbon Park
207_218,2024-04-10,3.65,12.979843798918917,77.60253119135136,BTP211 - Central Street Junction,Shivajinagar
207_219,2024-04-10,0.42,12.979511595958735,77.60357266263158,BTP211 - Central Street Junction,Shivajinagar
206_285,2024-04-10,0.61,12.97875345138889,77.69495199444445,No Junction,Mahadevapura
206_247,2024-04-10,0.42,12.978224725423729,77.64188730847458,No Junction,Jeevanbheemanagar
206_246,2024-04-10,0.42,12.97823007554941,77.64066686311067,No Junction,Jeevanbheemanagar
206_245,2024-04-10,0.88,12.978109449282297,77.63940792057417,No Junction,Jeevanbheemanagar
206_175,2024-04-10,0.59,12.978505035979365,77.54270419850988,BTP067 - Jai Muni Rao Circle,Magadi Road
206_176,2024-04-10,0.76,12.978304739936144,77.5438566081155,BTP067 - Jai Muni Rao Circle,Magadi Road
206_177,2024-04-10,0.46,12.977782432758621,77.54520080689656,BTP068 - Veeresh Theatre Junction,Vijayanagara
206_183,2024-04-10,0.42,12.978198486666665,77.55323262666667,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",Magadi Road
206_195,2024-04-10,1.29,12.978085774509804,77.57076953284313,BTP048 - Shanthala Junction,Chamarajpet
206_197,2024-04-10,4.07,12.978458046462265,77.57348851627358,BTP057 - Anand Rao Junction,Upparpet
206_198,2024-04-10,6.47,12.978193472438162,77.57437325318021,BTP045 - Danvanthri Road Junction,Upparpet
205_236,2024-04-10,0.46,12.976882082857143,77.62688467142857,No Junction,Halasur
206_199,2024-04-10,9.59,12.977978251924332,77.57549741585127,BTP045 - Danvanthri Road Junction,Upparpet
206_201,2024-04-10,4.15,12.978409343083003,77.57855194071146,BTP058 - Subbanna Junction,Upparpet
206_202,2024-04-10,5.34,12.978185834527556,77.57962674589562,BTP058 - Subbanna Junction,Upparpet
206_203,2024-04-10,1.05,12.978492254385966,77.58097599087719,BTP058 - Subbanna Junction,Upparpet
206_204,2024-04-10,0.42,12.97875543142857,77.5825793657143,No Junction,Upparpet
206_210,2024-04-10,0.57,12.97806109574468,77.5910275106383,BTP041 - Gopal Gowda Circle,Cubbon Park
206_237,2024-04-10,0.53,12.978242164044945,77.62865273932584,No Junction,Jeevanbheemanagar
206_244,2024-04-10,1.05,12.978334002222223,77.63832605222223,No Junction,Jeevanbheemanagar
206_200,2024-04-10,3.85,12.977966725206125,77.5773101990577,BTP058 - Subbanna Junction,Upparpet
361_274,2024-04-10,1.05,13.186964682464454,77.68014445971565,No Junction,Chikkajala
211_180,2024-04-10,0.42,12.984806047790773,77.5492597961702,"BTP024 - NPS, Vijayanagar",Magadi Road
211_183,2024-04-10,3.14,12.985052711255749,77.55365335559416,BTP061 - Bhashyam Circle,Rajajinagar
217_186,2024-04-10,0.42,12.992626147916667,77.55800803680556,BTP009 - Prakash Nagar Junction,Rajajinagar
217_187,2024-04-10,0.42,12.992705943103449,77.55876697931035,BTP009 - Prakash Nagar Junction,Rajajinagar
217_196,2024-04-10,0.6,12.99342965104895,77.57154530489511,No Junction,Malleshwaram
217_197,2024-04-10,0.45,12.992971213725491,77.57287879411764,No Junction,Sheshadripuram
217_198,2024-04-10,0.44,12.993320443478263,77.57409740869565,No Junction,Sheshadripuram
217_208,2024-04-10,0.52,12.993111033269559,77.58881585002494,BTP032 - Windsor Circle,High ground
217_209,2024-04-10,0.52,12.99325537964467,77.58917285517387,BTP032 - Windsor Circle,High ground
217_222,2024-04-10,0.42,12.993409402857143,77.60739469142857,No Junction,Pulikeshinagar(F.Town)
217_223,2024-04-10,0.42,12.993298761290323,77.60894321774194,No Junction,Pulikeshinagar(F.Town)
217_224,2024-04-10,0.42,12.993334464864864,77.60994453783783,No Junction,Pulikeshinagar(F.Town)
217_225,2024-04-10,0.48,12.992872687499998,77.61203892291667,No Junction,Pulikeshinagar(F.Town)
217_254,2024-04-10,0.42,12.992660908571429,77.65174764571428,No Junction,Banaswadi
217_261,2024-04-10,2.81,12.993280753548389,77.66179640903226,No Junction,Banaswadi
217_262,2024-04-10,0.69,12.9935797989011,77.66256264725274,No Junction,Banaswadi
217_263,2024-04-10,1.84,12.993254894920787,77.66379203797051,No Junction,Banaswadi
217_184,2024-04-10,0.67,12.993062721779015,77.55454346089101,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar
217_183,2024-04-10,1.63,12.993048658648648,77.55381952810811,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar
217_182,2024-04-10,1.41,12.992996238857144,77.55267363714286,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar
217_172,2024-04-10,0.42,12.99278755,77.53879888529411,BTP207 - 8th Main Road Basaveshwara Nagar,Vijayanagara
215_216,2024-04-10,0.94,12.990293948538012,77.59950982865497,No Junction,Shivajinagar
215_217,2024-04-10,0.65,12.990616054,77.60079003300001,No Junction,Shivajinagar
215_218,2024-04-10,0.58,12.989831233333332,77.60183660166668,No Junction,Shivajinagar
215_219,2024-04-10,0.42,12.990101334375,77.603656596875,No Junction,Shivajinagar
215_225,2024-04-10,0.61,12.99050222162162,77.61212525405405,No Junction,Pulikeshinagar(F.Town)
216_172,2024-04-10,1.1,12.991701200757575,77.53834091439394,BTP207 - 8th Main Road Basaveshwara Nagar,Vijayanagara
216_182,2024-04-10,1.12,12.991905669879518,77.55264195903614,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar
217_301,2024-04-10,0.42,12.993208796969697,77.71696948484849,No Junction,Mahadevapura
216_184,2024-04-10,0.42,12.991714606060606,77.5545994,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar
216_198,2024-04-10,0.44,12.991672222448978,77.57477657142857,No Junction,Sheshadripuram
216_208,2024-04-10,0.74,12.991492606502378,77.58854263715341,BTP032 - Windsor Circle,High ground
216_209,2024-04-10,0.42,12.991951246706588,77.58997303113772,No Junction,High ground
216_212,2024-04-10,0.69,12.991839075757575,77.59435866363637,No Junction,High ground
216_220,2024-04-10,0.46,12.991725516666666,77.60481335333334,No Junction,Pulikeshinagar(F.Town)
216_254,2024-04-10,0.42,12.991545710126582,77.65201065063292,No Junction,Banaswadi
216_255,2024-04-10,0.42,12.991747671428572,77.65306762244899,No Junction,Banaswadi
216_196,2024-04-10,0.81,12.991578323943662,77.57148501971831,No Junction,Sheshadripuram
215_208,2024-04-10,0.42,12.990731668965516,77.58853205517242,"BTP033 - Sophia High School, Sankey Road",High ground
218_181,2024-04-10,0.96,12.994998800000001,77.551609675,"BTP182 - 19th Main Junction, Rajajinagar",Rajajinagar
218_183,2024-04-10,0.45,12.994580307538794,77.55425065622482,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar
219_228,2024-04-10,0.42,12.995640554545453,77.6161850659091,No Junction,Pulikeshinagar(F.Town)
219_229,2024-04-10,0.61,12.996094279268293,77.61714115365854,No Junction,Pulikeshinagar(F.Town)
219_265,2024-04-10,0.8,12.995572222209564,77.66702184114096,No Junction,Mahadevapura
219_266,2024-04-10,6.39,12.996151222268276,77.66843172216531,No Junction,Mahadevapura
219_284,2024-04-10,0.67,12.996179905896055,77.69360563078726,No Junction,Mahadevapura
219_285,2024-04-10,2.97,12.995845892066725,77.6947477496817,No Junction,Mahadevapura
219_286,2024-04-10,5.69,12.99532916998239,77.69618995874296,No Junction,Mahadevapura
219_287,2024-04-10,1.96,12.99526073631963,77.69724369110254,No Junction,Mahadevapura
220_176,2024-04-10,0.42,12.997673609782609,77.54438666304348,BTP205 - Modi Hospital Junction,Vijayanagara
220_177,2024-04-10,0.49,12.997431298713055,77.54548882312206,BTP205 - Modi Hospital Junction,Vijayanagara
220_178,2024-04-10,1.2,12.997421389628485,77.54679306731916,BTP205 - Modi Hospital Junction,Vijayanagara
220_179,2024-04-10,3.67,12.997470749508196,77.54816648174864,BTP205 - Modi Hospital Junction,Vijayanagara
220_180,2024-04-10,5.69,12.997561910637755,77.5496356509039,BTP027 - Modi Bridge Junction,Vijayanagara
220_181,2024-04-10,0.68,12.997239082870175,77.55080405205607,BTP027 - Modi Bridge Junction,Rajajinagar
220_187,2024-04-10,0.52,12.997550852941176,77.55951119999999,No Junction,Rajajinagar
219_227,2024-04-10,0.58,12.995457281578947,77.61407265639097,No Junction,Pulikeshinagar(F.Town)
219_226,2024-04-10,1.01,12.99582023900415,77.61349378526971,No Junction,Pulikeshinagar(F.Town)
219_225,2024-04-10,0.42,12.996006822033898,77.61147903050846,No Junction,Pulikeshinagar(F.Town)
219_224,2024-04-10,0.42,12.99550146060606,77.61091901212122,No Junction,Pulikeshinagar(F.Town)
218_184,2024-04-10,0.73,12.994339976348918,77.55470481564609,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar
218_196,2024-04-10,2.01,12.99446188295964,77.57147495852018,No Junction,Malleshwaram
218_208,2024-04-10,0.44,12.99403971590909,77.58884392727272,BTP032 - Windsor Circle,High ground
218_209,2024-04-10,1.1,12.99431174256927,77.58936121876575,BTP032 - Windsor Circle,High ground
218_223,2024-04-10,0.42,12.994839008474576,77.60948900508475,No Junction,Pulikeshinagar(F.Town)
218_224,2024-04-10,0.61,12.994504860747664,77.61026580560748,No Junction,Pulikeshinagar(F.Town)
218_227,2024-04-10,0.42,12.994840035714287,77.61500076785714,No Junction,Pulikeshinagar(F.Town)
218_182,2024-04-10,0.73,12.994511347761193,77.55233571343284,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",Rajajinagar
218_228,2024-04-10,0.83,12.994490737762238,77.6156786006993,No Junction,Pulikeshinagar(F.Town)
218_287,2024-04-10,0.71,12.994991520053254,77.69753295246709,No Junction,Mahadevapura
218_288,2024-04-10,0.47,12.994653787396148,77.69876177326897,No Junction,Mahadevapura
219_181,2024-04-10,0.65,12.995689188636364,77.55134724545455,"BTP182 - 19th Main Junction, Rajajinagar",Rajajinagar
219_182,2024-04-10,0.44,12.995150071794873,77.55211724871795,"BTP182 - 19th Main Junction, Rajajinagar",Rajajinagar
219_190,2024-04-10,0.85,12.996276687305123,77.56317968440979,No Junction,Sheshadripuram
219_196,2024-04-10,1.24,12.995723586034911,77.57145898354115,No Junction,Malleshwaram
219_205,2024-04-10,0.81,12.996286915317766,77.58445629959965,BTP032 - Windsor Circle,Sheshadripuram
218_262,2024-04-10,3.17,12.99403956309859,77.6632269171831,No Junction,Banaswadi
211_182,2024-04-10,0.92,12.985538340441177,77.55286739926471,BTP061 - Bhashyam Circle,Rajajinagar
215_198,2024-04-10,0.79,12.990410923076922,77.57454390295858,No Junction,Sheshadripuram
215_196,2024-04-10,2.05,12.990676218235294,77.5718123452941,No Junction,Sheshadripuram
212_198,2024-04-10,1.05,12.986489883163266,77.57450639285715,No Junction,Sheshadripuram
212_202,2024-04-10,0.63,12.986720053424657,77.58025254931508,BTP054 - Shivananda Circle,High ground
212_220,2024-04-10,0.62,12.986143727058824,77.60488065058824,No Junction,Shivajinagar
212_230,2024-04-10,0.44,12.986655003125,77.619278496875,No Junction,Pulikeshinagar(F.Town)
212_231,2024-04-10,0.42,12.98686651,77.61950833666667,No Junction,Pulikeshinagar(F.Town)
212_313,2024-04-10,0.73,12.986293258108109,77.73363691081082,No Junction,Whitefield
212_314,2024-04-10,0.54,12.986594374,77.735081272,No Junction,Whitefield
212_322,2024-04-10,0.42,12.985743808333332,77.74548714444444,No Junction,Whitefield
213_158,2024-04-10,0.55,12.987416249843143,77.51933615557645,No Junction,Kamakshipalya
213_159,2024-04-10,0.42,12.987691565789474,77.52040155526315,No Junction,Kamakshipalya
213_171,2024-04-10,2.41,12.987819985414944,77.53739727626605,BTP208 - Havanur Circle,Kamakshipalya
213_172,2024-04-10,0.69,12.987785119277108,77.53816831325302,BTP208 - Havanur Circle,Vijayanagara
213_180,2024-04-10,0.54,12.987606096987953,77.54975118915662,BTP018 - Dhobi Ghat Junction,Vijayanagara
213_181,2024-04-10,0.6,12.9876308375,77.550925875,BTP018 - Dhobi Ghat Junction,Rajajinagar
213_182,2024-04-10,0.55,12.987452929411765,77.55216546764706,"BTP210 - 50th cross, 12th Main , Rajajinagar",Rajajinagar
212_188,2024-04-10,0.42,12.986339420454545,77.56005594772728,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",Rajajinagar
212_185,2024-04-10,0.87,12.986395063736264,77.55600829450549,"BTP210 - 50th cross, 12th Main , Rajajinagar",Rajajinagar
212_183,2024-04-10,0.56,12.986163442477876,77.55420601946902,"BTP210 - 50th cross, 12th Main , Rajajinagar",Rajajinagar
212_182,2024-04-10,0.58,12.9857891734375,77.55249104375,BTP061 - Bhashyam Circle,Rajajinagar
211_184,2024-04-10,0.53,12.985086377178375,77.55551796850722,BTP061 - Bhashyam Circle,Rajajinagar
211_185,2024-04-10,0.79,12.985142173076923,77.55614609807692,BTP061 - Bhashyam Circle,Rajajinagar
211_188,2024-04-10,0.44,12.984874834782609,77.56011856347826,BTP010 - Rajajinagar Entrance,Rajajinagar
211_198,2024-04-10,0.64,12.985406714285716,77.57460135714285,No Junction,Sheshadripuram
211_212,2024-04-10,0.61,12.98535161904762,77.59403294761904,BTP166 - Coffee Board Junction,Cubbon Park
211_218,2024-04-10,3.89,12.98447922735849,77.60230834386792,BTP211 - Central Street Junction,Shivajinagar
211_219,2024-04-10,0.86,12.984371291999999,77.60319967657142,BTP211 - Central Street Junction,Shivajinagar
213_184,2024-04-10,0.59,12.987540584507043,77.55506926338028,"BTP210 - 50th cross, 12th Main , Rajajinagar",Rajajinagar
211_220,2024-04-10,4.72,12.984792133333334,77.60517056044776,BTP211 - Central Street Junction,Shivajinagar
211_222,2024-04-10,0.7,12.985248475,77.60741136153845,No Junction,Shivajinagar
211_295,2024-04-10,0.45,12.985026554054054,77.70820172432433,No Junction,Mahadevapura
211_322,2024-04-10,0.42,12.985341187931034,77.74590292586207,No Junction,Whitefield
212_158,2024-04-10,0.5,12.986874450370369,77.51919793555555,No Junction,Kamakshipalya
212_171,2024-04-10,0.52,12.986448953153152,77.53725505765765,BTP208 - Havanur Circle,Kamakshipalya
212_180,2024-04-10,0.42,12.986381296153846,77.54942819102564,BTP018 - Dhobi Ghat Junction,Vijayanagara
212_181,2024-04-10,0.49,12.986333570588235,77.5510955852941,BTP018 - Dhobi Ghat Junction,Rajajinagar
211_221,2024-04-10,0.71,12.985385064479141,77.606011422548,No Junction,Shivajinagar
215_197,2024-04-10,2.04,12.99009857724138,77.57282369103449,No Junction,Sheshadripuram
213_185,2024-04-10,0.47,12.987743889285714,77.55593937142858,"BTP210 - 50th cross, 12th Main , Rajajinagar",Rajajinagar
213_198,2024-04-10,0.89,12.987452035460993,77.57433919219858,No Junction,Sheshadripuram
214_197,2024-04-10,0.96,12.989481775903615,77.57329890060241,No Junction,Sheshadripuram
214_198,2024-04-10,0.53,12.98908808,77.57438601076923,No Junction,Sheshadripuram
214_199,2024-04-10,0.42,12.988761349999999,77.57571787173913,No Junction,Sheshadripuram
214_211,2024-04-10,0.56,12.989030074444694,77.59238195315451,BTP034 - LRDE Junction,High ground
214_215,2024-04-10,0.49,12.988598775247524,77.59847234752475,No Junction,High ground
214_216,2024-04-10,1.38,12.989051269629629,77.59905154617284,No Junction,Shivajinagar
214_218,2024-04-10,0.65,12.989355914457832,77.60209719759037,No Junction,Shivajinagar
214_223,2024-04-10,0.56,12.988969336170213,77.60892723829788,No Junction,Pulikeshinagar(F.Town)
215_146,2024-04-10,0.45,12.989969853606757,77.5028052077966,No Junction,Kamakshipalya
215_147,2024-04-10,0.56,12.990219385294116,77.50379893382353,No Junction,Kamakshipalya
215_172,2024-04-10,0.42,12.990168824242424,77.5379976,BTP207 - 8th Main Road Basaveshwara Nagar,Vijayanagara
215_181,2024-04-10,0.93,12.989964324285715,77.55062550666666,"BTP170 - Dr. Bheem Rao Palace, Chord Road",Rajajinagar
215_182,2024-04-10,0.69,12.990272705882353,77.55265768897058,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar
215_183,2024-04-10,0.47,12.989953667555557,77.55365161555555,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar
215_185,2024-04-10,0.68,12.990018576666666,77.55620921555555,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar
214_196,2024-04-10,0.49,12.988950363636365,77.57210384727273,No Junction,Sheshadripuram
214_187,2024-04-10,0.47,12.988687368421052,77.55897524736842,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",Rajajinagar
214_185,2024-04-10,0.44,12.98914131875,77.556020209375,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar
214_182,2024-04-10,0.64,12.9891396875,77.55249981136363,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar
213_200,2024-04-10,0.91,12.988154660638298,77.57716027234042,BTP054 - Shivananda Circle,Sheshadripuram
213_202,2024-04-10,0.64,12.98736177218543,77.58018987417219,BTP054 - Shivananda Circle,High ground
213_210,2024-04-10,0.58,12.98791572,77.59137166000001,BTP034 - LRDE Junction,High ground
213_219,2024-04-10,0.49,12.987616284568238,77.60366437245672,No Junction,Shivajinagar
213_230,2024-04-10,0.58,12.987538508023935,77.61839810475148,No Junction,Pulikeshinagar(F.Town)
